review,rating,date,bank,source,sentiment_score,sentiment_label,top_keywords,themes
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,0.6786,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
excellent service,5,2025-03-31,CBE,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
it's best,5,2025-03-31,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Amazing app,5,2025-03-31,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
our legitimate bank,4,2025-03-31,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,0.4767,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very good and safe for me!,5,2025-03-31,CBE,Google Play,0.7683,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is best bank,5,2025-03-31,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,0.2724,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,0.0762,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play,-0.7644,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Great version,5,2025-03-31,CBE,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good and easy to use,5,2025-03-31,CBE,Google Play,0.7003,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Really automated...,5,2025-03-31,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good App,5,2025-03-31,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
bek betam kelal,5,2025-03-31,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,0.8555,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,0.3182,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work","Performance, Feature Requests"
"very good, keep it up",5,2025-03-31,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,-0.3182,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,0.7955,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
interesting,3,2025-03-30,CBE,Google Play,0.4019,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
simple&fast!!!,5,2025-03-30,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is very good app,5,2025-03-30,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,0.902,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Very God thanks,5,2025-03-30,CBE,Google Play,0.6779,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The sum is good.,3,2025-03-30,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best of bests,5,2025-03-30,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,0.7351,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's very nice 👍.,5,2025-03-30,CBE,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,0.0772,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Very good,5,2025-03-30,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
halan garidhaa cbe,5,2025-03-30,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best apps for useing,5,2025-03-30,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
like it,5,2025-03-29,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play,-0.5892,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
l love it,5,2025-03-29,CBE,Google Play,0.802,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,-0.1408,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,0.69,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,0.3903,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
goods app!! pleace update this apps??,4,2025-03-28,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play,-0.4814,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play,0.7644,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Convenient app,5,2025-03-27,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,CBE,Google Play,0.4588,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,-0.34,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,CBE,Google Play,-0.7215,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very nice one,5,2025-03-26,CBE,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good application,5,2025-03-25,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
problem solver and the best fast app,5,2025-03-25,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
you must added dark mode options ❗,3,2025-03-25,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Thank you,5,2025-03-25,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
cbe,5,2025-03-25,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ممتاز جدا جدا,5,2025-03-24,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very nice and convenient app,5,2025-03-24,CBE,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,-0.4767,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
👍👍👍,5,2025-03-24,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,CBE,Google Play,0.3716,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
why did the screen shot stopped ?????,3,2025-03-24,CBE,Google Play,-0.4329,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
it's genuine app..,5,2025-03-24,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
okay 👌👍,5,2025-03-24,CBE,Google Play,0.7925,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,CBE,Google Play,0.2724,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
commercial dank...,5,2025-03-23,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's very good,5,2025-03-23,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
to getting money,5,2025-03-23,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
some times it is difficult to get reciepts for the payment made,1,2025-03-23,CBE,Google Play,-0.3612,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
this app is best,1,2025-03-23,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's very useful,5,2025-03-23,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app and update more features *****,5,2025-03-23,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
best app for this vast digital finanical word,5,2025-03-23,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
this app is my favorite application,5,2025-03-23,CBE,Google Play,0.4588,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Hooo I love this application,5,2025-03-22,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,CBE,Google Play,0.5574,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
Screenshot or slip not working,2,2025-03-22,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
thank you for help,5,2025-03-22,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,CBE,Google Play,0.2869,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,CBE,Google Play,0.7003,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
thank you,5,2025-03-22,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good app.,5,2025-03-22,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,CBE,Google Play,-0.2247,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work","Performance, Feature Requests"
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,CBE,Google Play,-0.3491,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
amazing👌🫶🙏,5,2025-03-21,CBE,Google Play,0.7739,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,-0.1884,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work","Login Issues, Performance, Feature Requests"
exceptional,5,2025-06-03,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play,-0.0464,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
BoA system is confartable,5,2025-06-01,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very nice Abyssinia bank is choice all,5,2025-05-31,BOA,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,-0.8491,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good service.,3,2025-05-25,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
the app crush frequently,1,2025-05-24,BOA,Google Play,-0.1531,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good,5,2025-05-22,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,-0.6249,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,0.7757,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
BoA,2,2025-05-20,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
but not opening on android,4,2025-05-19,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,-0.6249,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
amazing,5,2025-05-18,BOA,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
excellent app,4,2025-05-16,BOA,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
excellent,5,2025-05-15,BOA,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,-0.296,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
nice,5,2025-05-10,BOA,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,-0.4639,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Best app,5,2025-05-09,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
liking this application good 👍,5,2025-05-07,BOA,Google Play,0.6808,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,-0.775,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Login Issues
wow,5,2025-04-28,BOA,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's really good 👍,5,2025-04-23,BOA,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,-0.6705,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Login Issues
Best,2,2025-04-19,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,-0.6571,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
yideg,1,2025-04-18,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
great boa,5,2025-04-10,BOA,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
boa of mobile backing,5,2025-04-09,BOA,Google Play,0.0258,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,-0.4215,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,0.3412,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
like,5,2025-04-06,BOA,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,0.6844,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Login Issues
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,0.4939,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Login Issues
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,0.2382,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
very good,5,2025-04-03,BOA,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
thank you,5,2025-04-02,BOA,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good application,5,2025-03-30,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,-0.2411,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Login Issues
always problematic hardly works,1,2025-03-26,BOA,Google Play,-0.4404,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,0.1045,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app,5,2025-03-25,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,-0.802,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
great BoA,5,2025-03-22,BOA,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best,5,2025-03-21,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,0.3182,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
there is no speed,1,2025-03-19,BOA,Google Play,-0.296,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
wonderful,5,2025-03-19,BOA,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
all worck,5,2025-03-19,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Loved it,5,2025-03-14,BOA,Google Play,0.5994,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Wow,1,2025-03-14,BOA,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,0.7962,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work","Login Issues, Performance, Feature Requests"
Improved to be the best,5,2025-03-11,BOA,Google Play,0.8074,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,-0.8392,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,0.3832,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,0.7334,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Wonderfull app,5,2025-03-08,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i can't use this app why?,5,2025-03-07,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,0.3331,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Login Issues
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,-0.8205,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,-0.1531,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good app,5,2025-03-03,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,0.2382,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
