review,rating,date,bank,source,sentiment_score,sentiment_label,top_keywords,themes
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play,0.886,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,0.2382,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
It good and easy to use,5,2025-03-11,Dashen,Google Play,0.7003,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,0.8648,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
Excellent,5,2025-03-10,Dashen,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Wow Excellent app,5,2025-03-08,Dashen,Google Play,0.8176,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,0.2263,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
It's best,5,2025-03-08,Dashen,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
no one dashen yichlal,5,2025-03-07,Dashen,Google Play,-0.296,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play,0.8011,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,0.3182,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
good app,5,2025-03-04,Dashen,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Fantastic app,5,2025-03-01,Dashen,Google Play,0.5574,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play,0.6908,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,Google Play,0.969,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen,Google Play,0.9393,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
ከጰነጨየጠ,2,2025-02-26,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen,Google Play,-0.2788,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work","Performance, Feature Requests"
Excellent app,5,2025-02-24,Dashen,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
No good,1,2025-02-22,Dashen,Google Play,-0.3412,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Wow amazing app,5,2025-02-21,Dashen,Google Play,0.8225,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best platform... Please avoid otp,5,2025-02-21,Dashen,Google Play,0.6486,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Login Issues
Super smart app.,5,2025-02-18,Dashen,Google Play,0.765,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best 👍👍,5,2025-02-16,Dashen,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen,Google Play,0.9053,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,Google Play,0.7906,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's amazing app i have seen ever,5,2025-02-13,Dashen,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen,Google Play,-0.3182,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen,Google Play,0.6808,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen,Google Play,-0.5053,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It doesn't work,1,2025-02-07,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen,Google Play,0.9558,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen,Google Play,0.9079,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Good app, bad security",3,2025-02-06,Dashen,Google Play,0.2023,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
Wonderful Application 😍,5,2025-02-05,Dashen,Google Play,0.7717,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I loved it,5,2025-02-05,Dashen,Google Play,0.5994,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen,Google Play,0.8943,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
